,MKT_CARRIER,MKT_CARRIER_NAME,OP_CARRIER,OP_CARRIER_NAME,TOT_DEN_BOARDING,TOT_BOARDING,Date
414,DL,Delta Air Lines Inc.,G7,GoJet Airlines LLC d/b/a United Express,0,500780,2019-12
415,UA,United Air Lines Inc.,G7,GoJet Airlines LLC d/b/a United Express,0,443592,2019-12
416,DL,Delta Air Lines Inc.,G7,GoJet Airlines LLC d/b/a United Express,0,182510,2020-03
417,UA,United Air Lines Inc.,G7,GoJet Airlines LLC d/b/a United Express,0,400263,2020-03
418,DL,Delta Air Lines Inc.,G7,GoJet Airlines LLC d/b/a United Express,0,75,2020-06
419,UA,United Air Lines Inc.,G7,GoJet Airlines LLC d/b/a United Express,0,58770,2020-06
420,UA,United Air Lines Inc.,G7,GoJet Airlines LLC d/b/a United Express,0,204241,2020-09
421,UA,United Air Lines Inc.,G7,GoJet Airlines LLC d/b/a United Express,0,342329,2020-12
422,UA,United Air Lines Inc.,G7,GoJet Airlines LLC d/b/a United Express,0,338451,2021-03
423,UA,United Air Lines Inc.,G7,GoJet Airlines LLC d/b/a United Express,1,580826,2021-06
424,UA,United Air Lines Inc.,G7,GoJet Airlines LLC d/b/a United Express,3,770737,2021-09
425,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2097578,2010-12
426,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,25,2089095,2011-03
427,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,9,2151581,2011-06
428,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,3,2266585,2011-09
429,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,55,2152144,2011-12
430,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,80,2218145,2012-03
431,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,11,2328787,2012-06
432,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,36,2518738,2012-09
433,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,41,2410581,2012-12
434,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,51,2397157,2013-03
435,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,56,2481456,2013-06
436,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,21,2644328,2013-09
437,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,44,2405889,2013-12
438,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,25,2400372,2014-03
439,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,10,2505196,2014-06
440,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,81,2671867,2014-09
441,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,2507376,2014-12
442,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,7,2472431,2015-03
443,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2605895,2015-06
444,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,12,2775894,2015-09
445,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,8,2608124,2015-12
446,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2599123,2016-03
447,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,18,2700783,2016-06
448,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,10,2854932,2016-09
449,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,19,2669657,2016-12
450,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,55,2649691,2017-03
451,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,22,2829910,2017-06
452,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15,2943133,2017-09
453,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,9,2710707,2017-12
454,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,55965,2018-03
455,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2676265,2018-03
456,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,50420,2018-06
457,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2804422,2018-06
458,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,50158,2018-09
459,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,3,2802150,2018-09
460,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,49891,2018-12
461,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,6,2680823,2018-12
462,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,2615452,2019-03
463,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,2742590,2019-06
464,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,2828870,2019-09
465,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,2674636,2019-12
466,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,1,2185709,2020-03
467,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,176278,2020-06
468,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,320241,2020-09
469,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,469717,2020-12
470,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,727796,2021-03
471,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,1717710,2021-06
472,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,2047990,2021-09
473,AS,Alaska Airlines Inc.,QX,Horizon Air,143,2203846,2018-03
474,AS,Alaska Airlines Inc.,QX,Horizon Air,15,1111080,2021-03
475,AS,Alaska Airlines Inc.,QX,Horizon Air,57,1730321,2021-06
476,AS,Alaska Airlines Inc.,QX,Horizon Air,50,1899889,2021-09
477,B6,JetBlue Airways,B6,JetBlue Airways,12,6039231,2010-12
478,B6,JetBlue Airways,B6,JetBlue Airways,12,6038693,2011-03
479,B6,JetBlue Airways,B6,JetBlue Airways,0,6622343,2011-06
480,B6,JetBlue Airways,B6,JetBlue Airways,8,7015965,2011-09
481,B6,JetBlue Airways,B6,JetBlue Airways,11,6291058,2011-12
482,B6,JetBlue Airways,B6,JetBlue Airways,4,6371852,2012-03
483,B6,JetBlue Airways,B6,JetBlue Airways,12,6832293,2012-06
484,B6,JetBlue Airways,B6,JetBlue Airways,10,7138623,2012-09
485,B6,JetBlue Airways,B6,JetBlue Airways,13,6573215,2012-12
486,B6,JetBlue Airways,B6,JetBlue Airways,1,6765286,2013-03
487,B6,JetBlue Airways,B6,JetBlue Airways,15,7188445,2013-06
488,B6,JetBlue Airways,B6,JetBlue Airways,2,7381669,2013-09
489,B6,JetBlue Airways,B6,JetBlue Airways,1,6831371,2013-12
490,B6,JetBlue Airways,B6,JetBlue Airways,24,6696787,2014-03
491,B6,JetBlue Airways,B6,JetBlue Airways,70,7489539,2014-06
492,B6,JetBlue Airways,B6,JetBlue Airways,526,7727979,2014-09
493,B6,JetBlue Airways,B6,JetBlue Airways,30,7350027,2014-12
494,B6,JetBlue Airways,B6,JetBlue Airways,39,7357389,2015-03
495,B6,JetBlue Airways,B6,JetBlue Airways,5,8105136,2015-06
496,B6,JetBlue Airways,B6,JetBlue Airways,8,8318476,2015-09
497,B6,JetBlue Airways,B6,JetBlue Airways,21,8168250,2015-12
498,B6,JetBlue Airways,B6,JetBlue Airways,28,8244033,2016-03
499,B6,JetBlue Airways,B6,JetBlue Airways,799,8795633,2016-06
500,B6,JetBlue Airways,B6,JetBlue Airways,1313,8951162,2016-09
501,B6,JetBlue Airways,B6,JetBlue Airways,1036,8719175,2016-12
502,B6,JetBlue Airways,B6,JetBlue Airways,1415,8770054,2017-03
503,B6,JetBlue Airways,B6,JetBlue Airways,42,9355804,2017-06
504,B6,JetBlue Airways,B6,JetBlue Airways,18,9129180,2017-09
505,B6,JetBlue Airways,B6,JetBlue Airways,3,8936805,2017-12
506,B6,JetBlue Airways,B6,JetBlue Airways,7,8927623,2018-03
507,B6,JetBlue Airways,B6,JetBlue Airways,9,9893611,2018-06
508,B6,JetBlue Airways,B6,JetBlue Airways,7,9824474,2018-09
509,B6,JetBlue Airways,B6,JetBlue Airways,13,9351646,2018-12
510,B6,JetBlue Airways,B6,JetBlue Airways,23,9061253,2019-03
511,B6,JetBlue Airways,B6,JetBlue Airways,7,9851842,2019-06
512,B6,JetBlue Airways,B6,JetBlue Airways,8,9760018,2019-09
513,B6,JetBlue Airways,B6,JetBlue Airways,16,9504092,2019-12
514,B6,JetBlue Airways,B6,JetBlue Airways,2,7303799,2020-03
515,B6,JetBlue Airways,B6,JetBlue Airways,0,583894,2020-06
516,B6,JetBlue Airways,B6,JetBlue Airways,0,1433931,2020-09
517,B6,JetBlue Airways,B6,JetBlue Airways,0,2560789,2020-12
518,B6,JetBlue Airways,B6,JetBlue Airways,16,3875067,2021-03
519,B6,JetBlue Airways,B6,JetBlue Airways,3,6993996,2021-06
520,B6,JetBlue Airways,B6,JetBlue Airways,24,7813396,2021-09
521,NA,UNKNOWN,YV,Mesa Airlines Inc.,564,2018689,2010-12
522,NA,UNKNOWN,YV,Mesa Airlines Inc.,352,2080943,2011-03
523,NA,UNKNOWN,YV,Mesa Airlines Inc.,541,1794852,2011-06
524,NA,UNKNOWN,YV,Mesa Airlines Inc.,387,2097955,2011-09
525,NA,UNKNOWN,YV,Mesa Airlines Inc.,495,1844739,2011-12
526,NA,UNKNOWN,YV,Mesa Airlines Inc.,446,1877874,2012-03
527,NA,UNKNOWN,YV,Mesa Airlines Inc.,481,1863476,2012-06
528,NA,UNKNOWN,YV,Mesa Airlines Inc.,490,1957583,2012-09
529,NA,UNKNOWN,YV,Mesa Airlines Inc.,512,1899862,2012-12
530,NA,UNKNOWN,YV,Mesa Airlines Inc.,539,1834793,2013-03
531,NA,UNKNOWN,YV,Mesa Airlines Inc.,648,2156621,2013-06
532,NA,UNKNOWN,YV,Mesa Airlines Inc.,517,2298325,2013-09
533,NA,UNKNOWN,YV,Mesa Airlines Inc.,518,2111954,2013-12
534,UA,United Air Lines Inc.,YV,Mesa Airlines Inc.,1,1449088,2018-03
535,NA,UNKNOWN,YV,Mesa Airlines Inc.,47,2864946,2018-03
536,UA,United Air Lines Inc.,YV,Mesa Airlines Inc.,1,1744496,2018-06
537,NA,UNKNOWN,YV,Mesa Airlines Inc.,10,3378023,2018-06
538,UA,United Air Lines Inc.,YV,Mesa Airlines Inc.,0,1907092,2018-09
539,NA,UNKNOWN,YV,Mesa Airlines Inc.,51,3604845,2018-09
540,UA,United Air Lines Inc.,YV,Mesa Airlines Inc.,3,1876019,2018-12
541,NA,UNKNOWN,YV,Mesa Airlines Inc.,101,3536496,2018-12
542,UA,United Air Lines Inc.,YV,Mesa Airlines Inc.,0,1635422,2019-03
543,NA,UNKNOWN,YV,Mesa Airlines Inc.,485,3288521,2019-03
544,UA,United Air Lines Inc.,YV,Mesa Airlines Inc.,0,1859073,2019-06
545,NA,UNKNOWN,YV,Mesa Airlines Inc.,314,3589375,2019-06
546,UA,United Air Lines Inc.,YV,Mesa Airlines Inc.,1,1863733,2019-09
547,NA,UNKNOWN,YV,Mesa Airlines Inc.,88,3599017,2019-09
548,UA,United Air Lines Inc.,YV,Mesa Airlines Inc.,10,1842690,2019-12
549,NA,UNKNOWN,YV,Mesa Airlines Inc.,102,3528613,2019-12
550,UA,United Air Lines Inc.,YV,Mesa Airlines Inc.,0,1331284,2020-03
551,NA,UNKNOWN,YV,Mesa Airlines Inc.,18,2681520,2020-03
552,UA,United Air Lines Inc.,YV,Mesa Airlines Inc.,0,275133,2020-06
553,NA,UNKNOWN,YV,Mesa Airlines Inc.,12,536745,2020-06
554,UA,United Air Lines Inc.,YV,Mesa Airlines Inc.,0,715706,2020-09
555,NA,UNKNOWN,YV,Mesa Airlines Inc.,12,1390249,2020-09
556,UA,United Air Lines Inc.,YV,Mesa Airlines Inc.,0,915698,2020-12
557,NA,UNKNOWN,YV,Mesa Airlines Inc.,3,1769553,2020-12
558,UA,United Air Lines Inc.,YV,Mesa Airlines Inc.,0,837668,2021-03
559,NA,UNKNOWN,YV,Mesa Airlines Inc.,6,1625143,2021-03
560,UA,United Air Lines Inc.,YV,Mesa Airlines Inc.,7,1281476,2021-06
561,NA,UNKNOWN,YV,Mesa Airlines Inc.,40,2494135,2021-06
562,UA,United Air Lines Inc.,YV,Mesa Airlines Inc.,5,1530582,2021-09
563,NA,UNKNOWN,YV,Mesa Airlines Inc.,26,2721574,2021-09
564,NA,UNKNOWN,OH,PSA Airlines Inc.,22,3210770,2018-03
565,NA,UNKNOWN,OH,PSA Airlines Inc.,32,3485505,2018-06
566,NA,UNKNOWN,OH,PSA Airlines Inc.,42,3404018,2018-09
567,NA,UNKNOWN,OH,PSA Airlines Inc.,213,3421745,2018-12
568,NA,UNKNOWN,OH,PSA Airlines Inc.,267,3412630,2019-03
569,NA,UNKNOWN,OH,PSA Airlines Inc.,487,3905385,2019-06
570,NA,UNKNOWN,OH,PSA Airlines Inc.,339,3810183,2019-09
571,NA,UNKNOWN,OH,PSA Airlines Inc.,459,3816412,2019-12
572,NA,UNKNOWN,OH,PSA Airlines Inc.,204,3039515,2020-03
573,NA,UNKNOWN,OH,PSA Airlines Inc.,39,852181,2020-06
574,NA,UNKNOWN,OH,PSA Airlines Inc.,73,1961845,2020-09
575,NA,UNKNOWN,OH,PSA Airlines Inc.,19,2083641,2020-12
576,NA,UNKNOWN,OH,PSA Airlines Inc.,8,1922953,2021-03
577,NA,UNKNOWN,OH,PSA Airlines Inc.,115,3420512,2021-06
578,NA,UNKNOWN,OH,PSA Airlines Inc.,169,3513875,2021-09
579,DL,Delta Air Lines Inc.,YX,Republic Airline,0,588586,2018-03
580,UA,United Air Lines Inc.,YX,Republic Airline,0,1536052,2018-03
581,NA,UNKNOWN,YX,Republic Airline,32,4050777,2018-03
582,DL,Delta Air Lines Inc.,YX,Republic Airline,2,810241,2018-06
583,UA,United Air Lines Inc.,YX,Republic Airline,3,1827387,2018-06
584,NA,UNKNOWN,YX,Republic Airline,30,4890213,2018-06
585,DL,Delta Air Lines Inc.,YX,Republic Airline,0,774603,2018-09
586,UA,United Air Lines Inc.,YX,Republic Airline,0,1734779,2018-09
587,NA,UNKNOWN,YX,Republic Airline,31,4619387,2018-09
588,DL,Delta Air Lines Inc.,YX,Republic Airline,0,855098,2018-12
589,UA,United Air Lines Inc.,YX,Republic Airline,0,1645882,2018-12
590,NA,UNKNOWN,YX,Republic Airline,103,4548762,2018-12
591,DL,Delta Air Lines Inc.,YX,Republic Airline,0,735011,2019-03
592,UA,United Air Lines Inc.,YX,Republic Airline,1,1500034,2019-03
593,NA,UNKNOWN,YX,Republic Airline,80,4183267,2019-03
594,DL,Delta Air Lines Inc.,YX,Republic Airline,0,972309,2019-06
595,UA,United Air Lines Inc.,YX,Republic Airline,0,1722170,2019-06
596,NA,UNKNOWN,YX,Republic Airline,162,5010539,2019-06
597,DL,Delta Air Lines Inc.,YX,Republic Airline,0,936427,2019-09
598,UA,United Air Lines Inc.,YX,Republic Airline,0,1718300,2019-09
599,NA,UNKNOWN,YX,Republic Airline,219,4900415,2019-09
600,DL,Delta Air Lines Inc.,YX,Republic Airline,0,1000890,2019-12
601,UA,United Air Lines Inc.,YX,Republic Airline,1,1701831,2019-12
602,NA,UNKNOWN,YX,Republic Airline,120,3218312,2019-12
603,DL,Delta Air Lines Inc.,YX,Republic Airline,0,828294,2020-03
604,UA,United Air Lines Inc.,YX,Republic Airline,2,1252404,2020-03
605,NA,UNKNOWN,YX,Republic Airline,85,3098354,2020-03
606,DL,Delta Air Lines Inc.,YX,Republic Airline,0,40796,2020-06
607,UA,United Air Lines Inc.,YX,Republic Airline,0,199257,2020-06
608,NA,UNKNOWN,YX,Republic Airline,21,592187,2020-06
609,DL,Delta Air Lines Inc.,YX,Republic Airline,0,197973,2020-09
610,UA,United Air Lines Inc.,YX,Republic Airline,0,699373,2020-09
611,NA,UNKNOWN,YX,Republic Airline,62,1865200,2020-09
612,DL,Delta Air Lines Inc.,YX,Republic Airline,0,404238,2020-12
613,UA,United Air Lines Inc.,YX,Republic Airline,0,856347,2020-12
614,NA,UNKNOWN,YX,Republic Airline,21,2613252,2020-12
615,DL,Delta Air Lines Inc.,YX,Republic Airline,0,805127,2021-03
616,UA,United Air Lines Inc.,YX,Republic Airline,0,842741,2021-03
617,NA,UNKNOWN,YX,Republic Airline,31,3171190,2021-03
618,DL,Delta Air Lines Inc.,YX,Republic Airline,0,1509387,2021-06
619,UA,United Air Lines Inc.,YX,Republic Airline,0,1195078,2021-06
620,NA,UNKNOWN,YX,Republic Airline,111,5160977,2021-06
621,DL,Delta Air Lines Inc.,YX,Republic Airline,0,1466462,2021-09
622,UA,United Air Lines Inc.,YX,Republic Airline,10,1523184,2021-09
623,NA,UNKNOWN,YX,Republic Airline,178,5525714,2021-09
624,NA,UNKNOWN,OO,SkyWest Airlines Inc.,346,6006681,2010-12
625,NA,UNKNOWN,OO,SkyWest Airlines Inc.,453,5714175,2011-03
626,NA,UNKNOWN,OO,SkyWest Airlines Inc.,336,6210623,2011-06
627,NA,UNKNOWN,OO,SkyWest Airlines Inc.,482,6624658,2011-09
628,NA,UNKNOWN,OO,SkyWest Airlines Inc.,406,6009979,2011-12
629,NA,UNKNOWN,OO,SkyWest Airlines Inc.,972,5942158,2012-03
630,NA,UNKNOWN,OO,SkyWest Airlines Inc.,1630,6637699,2012-06
631,NA,UNKNOWN,OO,SkyWest Airlines Inc.,1577,6868429,2012-09
632,NA,UNKNOWN,OO,SkyWest Airlines Inc.,1811,6419001,2012-12
633,NA,UNKNOWN,OO,SkyWest Airlines Inc.,1843,6314061,2013-03
634,NA,UNKNOWN,OO,SkyWest Airlines Inc.,1436,6875131,2013-06
635,NA,UNKNOWN,OO,SkyWest Airlines Inc.,1328,6933277,2013-09
636,NA,UNKNOWN,OO,SkyWest Airlines Inc.,2161,6395843,2013-12
637,NA,UNKNOWN,OO,SkyWest Airlines Inc.,2629,6149038,2014-03
638,NA,UNKNOWN,OO,SkyWest Airlines Inc.,1836,6861891,2014-06
639,NA,UNKNOWN,OO,SkyWest Airlines Inc.,1373,6752821,2014-09
640,NA,UNKNOWN,OO,SkyWest Airlines Inc.,1332,6656843,2014-12
641,NA,UNKNOWN,OO,SkyWest Airlines Inc.,1630,6458573,2015-03
642,NA,UNKNOWN,OO,SkyWest Airlines Inc.,1739,7403792,2015-06
643,NA,UNKNOWN,OO,SkyWest Airlines Inc.,924,7710341,2015-09
644,NA,UNKNOWN,OO,SkyWest Airlines Inc.,786,6990054,2015-12
645,NA,UNKNOWN,OO,SkyWest Airlines Inc.,709,6858709,2016-03
646,NA,UNKNOWN,OO,SkyWest Airlines Inc.,714,7755643,2016-06
647,NA,UNKNOWN,OO,SkyWest Airlines Inc.,754,7961031,2016-09
648,NA,UNKNOWN,OO,SkyWest Airlines Inc.,758,7411535,2016-12
649,NA,UNKNOWN,OO,SkyWest Airlines Inc.,622,7201623,2017-03
650,NA,UNKNOWN,OO,SkyWest Airlines Inc.,217,8351684,2017-06
651,NA,UNKNOWN,OO,SkyWest Airlines Inc.,78,8963047,2017-09
652,NA,UNKNOWN,OO,SkyWest Airlines Inc.,68,8776536,2017-12
653,DL,Delta Air Lines Inc.,OO,SkyWest Airlines Inc.,2,3090524,2018-03
654,UA,United Air Lines Inc.,OO,SkyWest Airlines Inc.,13,3123298,2018-03
655,NA,UNKNOWN,OO,SkyWest Airlines Inc.,88,8060076,2018-03
656,DL,Delta Air Lines Inc.,OO,SkyWest Airlines Inc.,2,3520084,2018-06
657,UA,United Air Lines Inc.,OO,SkyWest Airlines Inc.,2,3557763,2018-06
658,NA,UNKNOWN,OO,SkyWest Airlines Inc.,206,9125575,2018-06
659,DL,Delta Air Lines Inc.,OO,SkyWest Airlines Inc.,0,3788704,2018-09
660,UA,United Air Lines Inc.,OO,SkyWest Airlines Inc.,5,3770661,2018-09
661,NA,UNKNOWN,OO,SkyWest Airlines Inc.,95,9676146,2018-09
662,DL,Delta Air Lines Inc.,OO,SkyWest Airlines Inc.,0,3708194,2018-12
663,UA,United Air Lines Inc.,OO,SkyWest Airlines Inc.,4,3439399,2018-12
664,NA,UNKNOWN,OO,SkyWest Airlines Inc.,160,9210026,2018-12
665,DL,Delta Air Lines Inc.,OO,SkyWest Airlines Inc.,2,3461197,2019-03
666,UA,United Air Lines Inc.,OO,SkyWest Airlines Inc.,3,3105679,2019-03
667,NA,UNKNOWN,OO,SkyWest Airlines Inc.,233,8697930,2019-03
668,DL,Delta Air Lines Inc.,OO,SkyWest Airlines Inc.,0,4120933,2019-06
669,UA,United Air Lines Inc.,OO,SkyWest Airlines Inc.,2,3716699,2019-06
670,NA,UNKNOWN,OO,SkyWest Airlines Inc.,213,10320910,2019-06
671,DL,Delta Air Lines Inc.,OO,SkyWest Airlines Inc.,0,4115434,2019-09
672,UA,United Air Lines Inc.,OO,SkyWest Airlines Inc.,1,3824514,2019-09
673,NA,UNKNOWN,OO,SkyWest Airlines Inc.,203,10472196,2019-09
674,DL,Delta Air Lines Inc.,OO,SkyWest Airlines Inc.,0,3896257,2019-12
675,UA,United Air Lines Inc.,OO,SkyWest Airlines Inc.,0,3710262,2019-12
676,NA,UNKNOWN,OO,SkyWest Airlines Inc.,116,10085483,2019-12
677,DL,Delta Air Lines Inc.,OO,SkyWest Airlines Inc.,5,3430561,2020-03
678,UA,United Air Lines Inc.,OO,SkyWest Airlines Inc.,2,2919221,2020-03
679,NA,UNKNOWN,OO,SkyWest Airlines Inc.,211,8355310,2020-03
680,DL,Delta Air Lines Inc.,OO,SkyWest Airlines Inc.,0,436381,2020-06
681,UA,United Air Lines Inc.,OO,SkyWest Airlines Inc.,0,615459,2020-06
682,NA,UNKNOWN,OO,SkyWest Airlines Inc.,36,1642807,2020-06
683,DL,Delta Air Lines Inc.,OO,SkyWest Airlines Inc.,0,1355165,2020-09
684,UA,United Air Lines Inc.,OO,SkyWest Airlines Inc.,0,1952763,2020-09
685,NA,UNKNOWN,OO,SkyWest Airlines Inc.,33,4650686,2020-09
686,DL,Delta Air Lines Inc.,OO,SkyWest Airlines Inc.,0,1304622,2020-12
687,UA,United Air Lines Inc.,OO,SkyWest Airlines Inc.,0,2407499,2020-12
688,NA,UNKNOWN,OO,SkyWest Airlines Inc.,5,5122330,2020-12
689,DL,Delta Air Lines Inc.,OO,SkyWest Airlines Inc.,0,1670694,2021-03
690,UA,United Air Lines Inc.,OO,SkyWest Airlines Inc.,0,2210832,2021-03
691,NA,UNKNOWN,OO,SkyWest Airlines Inc.,26,5427962,2021-03
692,DL,Delta Air Lines Inc.,OO,SkyWest Airlines Inc.,0,2991760,2021-06
693,UA,United Air Lines Inc.,OO,SkyWest Airlines Inc.,5,3334302,2021-06
694,NA,UNKNOWN,OO,SkyWest Airlines Inc.,86,8943583,2021-06
695,DL,Delta Air Lines Inc.,OO,SkyWest Airlines Inc.,0,3643751,2021-09
696,UA,United Air Lines Inc.,OO,SkyWest Airlines Inc.,0,4051483,2021-09
697,NA,UNKNOWN,OO,SkyWest Airlines Inc.,37,10489689,2021-09
698,NA,UNKNOWN,US,US Airways Inc.,1204,13192128,2010-12
699,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,2062,27178950,2010-12
700,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,2167,25637423,2011-03
701,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,2102,28919972,2011-06
702,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,1583,28539135,2011-09
703,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,1364,27712179,2011-12
704,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,1964,26029507,2012-03
705,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3090,29290547,2012-06
706,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,2341,29334383,2012-09
707,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,2095,27876734,2012-12
708,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3185,26269242,2013-03
709,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,4538,30575862,2013-06
710,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,2550,29421835,2013-09
711,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,1948,29378897,2013-12
712,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3375,28019628,2014-03
713,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3605,22614856,2014-06
714,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3197,33271343,2014-09
715,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,1864,32903774,2014-12
716,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3326,31993058,2015-03
717,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,4436,37496853,2015-06
718,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,4413,37603390,2015-09
719,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3433,36839451,2015-12
720,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3116,34393320,2016-03
721,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,4209,39198316,2016-06
722,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,4582,38561412,2016-09
723,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3072,38502306,2016-12
724,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,2537,35246083,2017-03
725,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,2642,40991267,2017-06
726,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,1499,39751638,2017-09
727,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,1601,39969392,2017-12
728,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,669,37042370,2018-03
729,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,376,42329176,2018-06
730,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,967,40839016,2018-09
731,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,411,41306125,2018-12
732,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,1594,37409141,2019-03
733,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,931,42176361,2019-06
734,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,314,40777514,2019-09
735,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,269,40839000,2019-12
736,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,112,29539107,2020-03
737,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,110,7058890,2020-06
738,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,148,15080946,2020-09
739,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,28,15891567,2020-12
740,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,192,17846213,2021-03
741,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,1314,32534837,2021-06
742,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,1207,36276768,2021-09
743,NK,Spirit Air Lines,NK,Spirit Air Lines,114,3728874,2015-03
744,NK,Spirit Air Lines,NK,Spirit Air Lines,624,4208617,2015-06
745,NK,Spirit Air Lines,NK,Spirit Air Lines,209,4441767,2015-09
