YEAR,MONTH,QUARTER,MKT_CARRIER,MKT_CARRIER_AIRLINE_ID,MKT_CARRIER_NAME,MKT_UNIQUE_CARRIER,MKT_UNIQUE_CARRIER_NAME,OP_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER_NAME,OP_UNIQUE_CARRIER,OP_UNIQUE_CARRIER_NAME,PAX_ALT_TRANS,PAX_NO_ALT_TRANS,PAX_NO_COMP_1,PAX_NO_COMP_2,PAX_NO_COMP_3,TOT_DEN_BOARDING,PAX_COMP_1,PAX_COMP_2,PAX_UPGRADE,PAX_DOWNGRADE,TOT_BOARDING,COMP_PAID_1,COMP_PAID_2,COMP_PAID_3,CODE_SHARE,OP_CARRIER_SOURCE
2017,9,3,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,6,102,2,39,21,170,64,560,0,0,4339063,2344,48266,3211,false,F9
2017,12,4,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,3,150,2,226,22,403,53,860,0,0,4538268,1025,41342,1895,false,F9
2018,3,1,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,98,0,78,12,188,53,949,0,0,4416868,0,48488,2382,false,F9
2018,6,2,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,161,0,80,14,255,114,991,0,0,4946148,0,99737,2782,false,F9
2018,9,3,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,169,0,328,22,519,122,1790,0,0,5128189,0,86078,1986,false,F9
2018,12,4,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,101,0,138,18,257,61,895,0,0,4932227,0,39111,1152,false,F9
2019,3,1,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,81,0,73,14,168,59,587,0,0,5128189,0,29636,989,false,F9
2019,6,2,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,96,0,82,6,184,98,838,0,0,5128189,0,57587,1852,false,F9
2019,9,3,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,118,0,99,13,230,61,893,0,0,5731264,0,37688,2489,false,F9
2019,12,4,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,145,0,83,21,249,98,821,0,0,5764965,0,48204,2489,false,F9
2020,3,1,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,58,0,26,12,96,29,481,0,0,4685687,0,19587,943,false,F9
2020,6,2,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,40,0,0,5,45,24,170,0,0,690113,0,9906,149,false,F9
2020,9,3,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,54,1,0,9,64,23,256,0,0,2508125,0,14890,1150,false,F9
2020,12,4,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,43,0,0,8,51,23,167,0,0,2619595,0,10095,876,false,F9
2021,3,1,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,129,12,82,0,223,129,626,,,4812979,,,0,false,F9
2021,6,2,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,198,6,130,0,334,330,886,,,5456373,,,4210,false,F9
2021,9,3,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,0,421,12,186,0,619,616,1489,,,5776460,,,3845,false,F9
2011,3,1,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,15,33,0,0,0,48,48,1102,1095,403,537470,2403,10729,0,false,G7
2018,3,1,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,844,1155,458,633986,0,0,0,true,G7
2018,3,1,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,600,16,40,563007,0,0,0,true,G7
2018,6,2,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,1007,1154,545,733301,0,0,0,true,G7
2018,6,2,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,2,0,0,0,2,2,593,7,38,575152,0,0,0,true,G7
2018,9,3,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,1,0,0,0,1,1,1160,1690,1046,760653,0,596,0,true,G7
2018,9,3,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,1,0,0,0,1,1,658,20,57,603085,0,1350,0,true,G7
2018,12,4,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,1204,1787,645,698885,0,0,0,true,G7
2018,12,4,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,425,17,41,564690,0,0,0,true,G7
2019,3,1,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,1122,1523,600,635400,0,0,0,true,G7
2019,3,1,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,1,0,0,0,1,1,682,10,18,492554,0,0,0,true,G7
2019,6,2,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,2133,1666,577,714202,0,0,0,true,G7
2019,6,2,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,732,29,23,583555,0,0,0,true,G7
2019,9,3,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,1312,1553,704,692048,0,0,0,true,G7
2019,9,3,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,385,6,15,422889,0,0,0,true,G7
2019,12,4,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,1079,1023,593,500780,0,0,0,true,G7
2019,12,4,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,296,9,81,443592,0,0,0,true,G7
2020,3,1,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,309,475,204,182510,0,0,0,true,G7
2020,3,1,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,162,24,17,400263,0,0,0,true,G7
2020,6,2,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,0,8,0,75,0,0,0,true,G7
2020,6,2,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,0,0,0,58770,0,0,0,true,G7
2020,9,3,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,13,20,0,204241,0,0,0,true,G7
2020,12,4,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,65,95,4,342329,0,0,0,true,G7
2021,3,1,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0,0,0,0,186,,,338451,,,0,true,G7
2021,6,2,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,1,0,0,0,1,0,260,,,580826,,,0,true,G7
2021,9,3,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,G7,20500,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,0,3,0,0,0,3,3,427,,,770737,,,0,true,G7
2010,12,4,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,2,0,0,0,2,0,118,0,0,2097578,0,0,0,false,HA
2011,3,1,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,25,0,0,0,0,25,25,83,0,0,2089095,1000,0,200,false,HA
2011,6,2,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,9,0,0,0,0,9,9,146,0,0,2151581,836,0,1800,false,HA
2011,9,3,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,3,0,0,0,0,3,3,171,0,0,2266585,2760,0,1200,false,HA
2011,12,4,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,55,0,0,0,0,55,55,225,0,0,2152144,6280,0,14620,false,HA
2012,3,1,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,80,0,0,0,0,80,80,174,0,0,2218145,21234,0,200,false,HA
2012,6,2,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,11,0,0,0,0,11,11,189,0,0,2328787,1769,0,2100,false,HA
2012,9,3,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,33,3,0,0,0,36,36,325,0,0,2518738,6318,1274,2915,false,HA
2012,12,4,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,41,0,0,0,0,41,41,219,0,0,2410581,10907,0,11350,false,HA
2013,3,1,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,51,0,0,0,0,51,51,332,0,0,2397157,7837,0,13717,false,HA
2013,6,2,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,54,2,0,0,0,56,56,449,0,0,2481456,1116,660,21472,false,HA
2013,9,3,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,21,0,0,0,0,21,21,199,0,0,2644328,6800,0,15285,false,HA
2013,12,4,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,43,1,0,0,0,44,44,167,0,0,2405889,7027,1000,13734,false,HA
2014,3,1,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,25,0,0,0,0,25,25,94,0,0,2400372,12700,0,15200,false,HA
2014,6,2,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,10,0,0,0,0,10,10,102,0,0,2505196,4640,0,2100,false,HA
2014,9,3,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,80,1,0,0,0,81,81,92,0,0,2671867,2450,0,9250,false,HA
2014,12,4,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,78,0,0,2507376,0,0,15980,false,HA
2015,3,1,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,7,0,0,0,0,7,7,110,0,0,2472431,500,0,8550,false,HA
2015,6,2,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,0,0,0,0,2,0,54,0,0,2605895,0,0,600,false,HA
2015,9,3,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,6,6,0,0,0,12,0,124,0,0,2775894,5538,998,9200,false,HA
2015,12,4,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,8,0,0,0,0,8,0,70,0,0,2608124,5460,0,5750,false,HA
2016,3,1,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,0,0,0,0,2,0,37,0,0,2599123,0,0,12673,false,HA
2016,6,2,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,18,0,0,0,0,18,0,59,0,0,2700783,10430,0,2950,false,HA
2016,9,3,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,10,0,0,0,0,10,0,104,0,0,2854932,3179,0,7500,,
2016,12,4,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,19,0,0,0,0,19,0,126,0,0,2669657,10896,0,12185,false,HA
2017,3,1,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,4,0,0,51,0,55,0,113,0,0,2649691,873,0,12300,false,HA
2017,6,2,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,1,0,21,0,22,1,40,6,0,2829910,0,360,1500,false,HA
2017,9,3,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,5,1,7,0,15,7,77,9,2,2943133,1468,2515,5700,false,HA
2017,12,4,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,7,0,2,0,9,7,408,17,1,2710707,0,6466,3200,false,HA
2018,3,1,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,7,0,0,55965,0,0,0,true,HA
2018,3,1,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,2,0,0,0,2,2,160,4,11,2676265,0,1350,1600,false,HA
2018,6,2,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,13,0,0,50420,0,0,0,true,HA
2018,6,2,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,0,0,0,0,2,2,345,3,10,2804422,720,0,0,false,HA
2018,9,3,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,10,0,0,50158,0,0,0,true,HA
2018,9,3,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,3,0,0,0,3,3,274,2,8,2802150,0,2768,0,false,HA
2018,12,4,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,14,0,0,49891,0,0,0,true,HA
2018,12,4,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,5,0,1,0,6,5,326,5,69,2680823,0,1999,0,false,HA
2019,3,1,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,72,7,3,2615452,0,0,400,false,HA
2019,6,2,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,39,8,6,2742590,0,0,0,false,HA
2019,9,3,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,34,1,2,2828870,0,0,0,false,HA
2019,12,4,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,101,17,29,2674636,0,0,1000,false,HA
2020,3,1,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,1,0,0,0,1,1,125,5,13,2185709,0,919,2000,false,HA
2020,6,2,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,30,0,8,176278,0,0,0,false,HA
2020,9,3,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,14,0,7,320241,0,0,0,false,HA
2020,12,4,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,8,0,4,469717,0,0,0,false,HA
2021,3,1,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,3,,,727796,,,0,false,HA
2021,6,2,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,10,,,1717710,,,0,false,HA
2021,9,3,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,HA,19690,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,0,0,0,0,0,0,0,2,,,2047990,,,0,false,HA
2018,3,1,AS,19930,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,QX,19687,Horizon Air,QX,Horizon Air,0,120,0,19,4,143,120,477,55,0,2203846,0,124064,0,true,QX
2021,3,1,AS,19930,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,QX,19687,Horizon Air,QX,Horizon Air,0,15,0,0,0,15,15,126,,,1111080,,,0,false,QX
2021,6,2,AS,19930,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,QX,19687,Horizon Air,QX,Horizon Air,0,57,0,0,0,57,57,706,,,1730321,,,0,false,QX
2021,9,3,AS,19930,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,QX,19687,Horizon Air,QX,Horizon Air,0,50,0,0,0,50,50,459,,,1899889,,,1196,false,QX
2010,12,4,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,12,0,0,0,0,12,12,21,0,0,6039231,9850,0,10613,false,B6
2011,3,1,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,12,0,0,0,0,12,12,14,0,0,6038693,8000,0,7000,false,B6
2011,6,2,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,0,0,0,0,0,0,9,0,0,6622343,0,0,3430,false,B6
2011,9,3,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,8,0,0,0,0,8,8,16,0,0,7015965,9600,0,3930,false,B6
2011,12,4,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,0,0,0,11,11,0,56,0,0,6291058,0,0,17862,false,B6
2012,3,1,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,4,0,0,0,0,4,4,0,0,0,6371852,5200,0,0,false,B6
2012,6,2,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,11,1,0,0,0,12,12,114,0,0,6832293,6105,1300,49389,false,B6
2012,9,3,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,8,0,0,0,2,10,8,77,0,0,7138623,2230,0,30525,false,B6
2012,12,4,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,13,0,0,0,0,13,13,54,0,0,6573215,9688,0,22324,false,B6
2013,3,1,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,1,0,0,0,0,1,1,170,0,0,6765286,1300,0,61250,false,B6
2013,6,2,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,15,0,0,0,0,15,15,126,0,0,7188445,9400,0,46354,false,B6
2013,9,3,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,1,1,0,0,0,2,2,61,0,0,7381669,695,500,27598,false,B6
2013,12,4,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,1,0,0,0,0,1,1,145,0,0,6831371,1000,0,60277,false,B6
2014,3,1,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,24,0,0,0,0,24,24,469,0,0,6696787,21127,0,220782,false,B6
2014,6,2,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,70,0,0,0,0,70,70,279,0,0,7489539,52029,0,127024,false,B6
2014,9,3,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,13,0,0,510,3,526,13,851,8,2,7727979,10370,0,322592,false,B6
2014,12,4,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,2,0,0,27,1,30,2,407,0,1,7350027,3200,0,128521,false,B6
2015,3,1,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,39,0,0,0,0,39,39,619,0,147,7357389,37789,0,264132,false,B6
2015,6,2,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,5,0,0,0,0,5,5,266,0,83,8105136,6300,0,96726,false,B6
2015,9,3,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,8,0,0,0,0,8,8,358,0,39,8318476,8371,0,127117,false,B6
2015,12,4,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,21,0,0,0,0,21,17,598,0,64,8168250,14200,0,269970,false,B6
2016,3,1,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,28,0,0,0,0,28,27,488,0,27,8244033,31200,0,221911,false,B6
2016,6,2,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,1,0,798,0,799,1,298,0,48,8795633,0,1350,109199,false,B6
