YEAR,MONTH,QUARTER,MKT_CARRIER,MKT_CARRIER_AIRLINE_ID,MKT_CARRIER_NAME,MKT_UNIQUE_CARRIER,MKT_UNIQUE_CARRIER_NAME,OP_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER_NAME,OP_UNIQUE_CARRIER,OP_UNIQUE_CARRIER_NAME,PAX_ALT_TRANS,PAX_NO_ALT_TRANS,PAX_NO_COMP_1,PAX_NO_COMP_2,PAX_NO_COMP_3,TOT_DEN_BOARDING,PAX_COMP_1,PAX_COMP_2,PAX_UPGRADE,PAX_DOWNGRADE,TOT_BOARDING,COMP_PAID_1,COMP_PAID_2,COMP_PAID_3,CODE_SHARE,OP_CARRIER_SOURCE
2016,9,3,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,5,12,0,1295,1,1313,17,480,1,7,8951162,6750,16200,212402,,
2016,12,4,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,8,0,1028,0,1036,8,439,0,86,8719175,0,10950,197966,false,B6
2017,3,1,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,11,2,1402,0,1415,11,553,0,38,8770054,0,15300,314471,false,B6
2017,6,2,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,22,0,20,0,42,22,567,0,215,9355804,0,29700,306926,false,B6
2017,9,3,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,18,0,0,0,18,18,529,0,34,9129180,0,24300,291160,false,B6
2017,12,4,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,3,0,0,0,3,3,432,0,97,8936805,0,4050,249618,false,B6
2018,3,1,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,7,0,0,0,7,7,844,0,202,8927623,0,9450,550230,false,B6
2018,6,2,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,8,0,1,0,9,8,557,0,102,9893611,0,15000,333696,false,B6
2018,9,3,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,7,0,0,0,7,7,612,0,69,9824474,0,10050,369730,false,B6
2018,12,4,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,13,0,0,0,13,13,487,0,107,9351646,0,17550,291469,false,B6
2019,3,1,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,23,0,0,0,23,23,721,0,108,9061253,0,31500,451304,false,B6
2019,6,2,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,5,0,2,0,7,5,641,0,89,9851842,0,7500,404614,false,B6
2019,9,3,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,7,0,1,0,8,7,785,0,150,9760018,0,10200,426338,false,B6
2019,12,4,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,12,0,4,0,16,12,637,0,176,9504092,0,16200,386415,false,B6
2020,3,1,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,0,0,2,0,2,0,250,0,157,7303799,0,0,137640,false,B6
2020,6,2,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,0,0,0,0,0,0,29,0,177,583894,0,0,19800,false,B6
2020,9,3,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,0,0,0,0,0,0,9,0,350,1433931,0,0,5800,false,B6
2020,12,4,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,0,0,0,0,0,0,62,0,240,2560789,0,0,24950,false,B6
2021,3,1,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,2,2,12,0,16,14,81,,,3875067,,,32693,false,B6
2021,6,2,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,1,0,2,0,3,1,463,,,6993996,,,335840,false,B6
2021,9,3,B6,20409,JetBlue Airways,B6,JetBlue Airways,B6,20409,JetBlue Airways,B6,JetBlue Airways,0,24,0,0,0,24,24,901,,,7813396,,,594150,false,B6
2010,12,4,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,377,111,55,27,81,564,383,3575,1039,444,2018689,103731,7733,0,false,YV
2011,3,1,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,247,52,21,4,37,352,290,2897,775,445,2080943,93007,13138,0,false,YV
2011,6,2,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,421,23,39,4,54,541,416,2125,349,131,1794852,135053,0,0,false,YV
2011,9,3,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,253,52,43,4,35,387,268,2953,763,880,2097955,93305,6015,0,false,YV
2011,12,4,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,363,81,39,7,12,495,367,2226,564,1132,1844739,209901,12145,0,false,YV
2012,3,1,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,320,92,19,1,14,446,370,1900,307,1227,1877874,233881,32816,300,false,YV
2012,6,2,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,265,146,35,2,33,481,346,2566,15,1266,1863476,187933,43941,9063,false,YV
2012,9,3,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,296,121,59,0,14,490,459,1637,26,1608,1957583,180031,70999,3900,false,YV
2012,12,4,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,379,107,29,3,11,512,464,1510,17,1263,1899862,226733,70459,5180,false,YV
2013,3,1,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,314,190,11,0,24,539,503,1202,5,776,1834793,185536,132105,4224,false,YV
2013,6,2,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,441,159,28,2,18,648,597,1725,7,1213,2156621,295441,103604,0,false,YV
2013,9,3,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,348,102,23,5,39,517,404,1907,7,1123,2298325,192092,87711,0,false,YV
2013,12,4,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,269,220,17,0,12,518,479,1915,11,957,2111954,195611,221217,0,false,YV
2018,3,1,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,1,0,0,0,1,1,803,77,174,1449088,0,0,0,true,YV
2018,3,1,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,2,5,0,40,0,47,47,2413,123,185,2864946,0,16214,0,false,YV
2018,6,2,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,1,0,0,0,0,1,1,883,233,147,1744496,0,0,0,true,YV
2018,6,2,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,1,6,0,3,0,10,10,1722,277,160,3378023,0,7530,0,false,YV
2018,9,3,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,0,0,0,0,0,0,1007,406,173,1907092,0,0,0,true,YV
2018,9,3,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,5,0,46,0,51,51,2581,456,199,3604845,0,26409,0,false,YV
2018,12,4,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,0,0,3,0,3,3,837,487,172,1876019,0,0,0,true,YV
2018,12,4,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,15,0,86,0,101,101,2047,558,188,3536496,0,16315,0,false,YV
2019,3,1,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,0,0,0,0,0,0,966,310,172,1635422,0,0,0,true,YV
2019,3,1,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,24,0,461,0,485,485,3864,366,231,3288521,0,73063,0,false,YV
2019,6,2,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,0,0,0,0,0,0,1134,268,78,1859073,0,0,0,true,YV
2019,6,2,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,1,20,0,293,0,314,314,2836,322,244,3589375,260,53301,0,false,YV
2019,9,3,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,1,0,0,0,1,1,956,212,90,1863733,0,451,0,true,YV
2019,9,3,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,16,0,72,0,88,88,1861,259,109,3599017,0,15233,0,false,YV
2019,12,4,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,10,0,0,0,10,10,713,217,107,1842690,0,0,0,true,YV
2019,12,4,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,2,31,0,69,0,102,102,1428,257,128,3528613,1236,42306,0,false,YV
2020,3,1,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,0,0,0,0,0,0,531,71,58,1331284,0,0,0,true,YV
2020,3,1,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,10,0,8,0,18,18,962,83,84,2681520,0,7015,0,false,YV
2020,6,2,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,0,0,0,0,0,0,1,6,5,275133,0,0,0,true,YV
2020,6,2,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,1,11,0,0,0,12,12,95,6,5,536745,0,2004,0,false,YV
2020,9,3,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,0,0,0,0,0,0,11,14,27,715706,0,0,0,true,YV
2020,9,3,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,12,0,0,0,12,12,226,14,36,1390249,0,3182,0,false,YV
2020,12,4,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,0,0,0,0,0,0,47,123,31,915698,0,0,0,true,YV
2020,12,4,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,1,0,2,0,3,3,170,132,41,1769553,0,0,0,false,YV
2021,3,1,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,0,0,0,0,0,0,73,,,837668,,,0,true,YV
2021,3,1,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,1,5,0,0,0,6,6,359,,,1625143,,,0,false,YV
2021,6,2,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,1,0,6,0,7,7,434,,,1281476,,,0,true,YV
2021,6,2,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,1,31,0,8,0,40,40,808,,,2494135,,,0,false,YV
2021,9,3,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,0,1,0,4,0,5,5,466,,,1530582,,,0,true,YV
2021,9,3,,,,,,YV,20378,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,1,20,0,5,0,26,26,873,,,2721574,,,1938,false,YV
2018,3,1,,,,,,OH,20397,PSA Airlines Inc.,OH,PSA Airlines Inc.,1,15,0,6,0,22,22,2416,142,58,3210770,741,14906,0,false,OH
2018,6,2,,,,,,OH,20397,PSA Airlines Inc.,OH,PSA Airlines Inc.,1,19,0,12,0,32,32,2554,117,32,3485505,0,14012,0,false,OH
2018,9,3,,,,,,OH,20397,PSA Airlines Inc.,OH,PSA Airlines Inc.,0,24,0,18,0,42,42,2006,66,54,3404018,0,15948,0,false,OH
2018,12,4,,,,,,OH,20397,PSA Airlines Inc.,OH,PSA Airlines Inc.,5,70,0,138,0,213,213,2356,154,54,3421745,675,69897,0,false,OH
2019,3,1,,,,,,OH,20397,PSA Airlines Inc.,OH,PSA Airlines Inc.,1,75,0,184,7,267,260,3166,142,122,3412630,110,67141,0,false,OH
2019,6,2,,,,,,OH,20397,PSA Airlines Inc.,OH,PSA Airlines Inc.,3,117,0,367,0,487,487,4264,202,191,3905385,2330,133013,0,false,OH
2019,9,3,,,,,,OH,20397,PSA Airlines Inc.,OH,PSA Airlines Inc.,7,152,0,180,0,339,339,3027,156,205,3810183,3237,143846,0,false,OH
2019,12,4,,,,,,OH,20397,PSA Airlines Inc.,OH,PSA Airlines Inc.,3,86,0,370,0,459,459,2683,82,410,3816412,1028,87291,0,false,OH
2020,3,1,,,,,,OH,20397,PSA Airlines Inc.,OH,PSA Airlines Inc.,3,83,0,118,0,204,204,1291,77,131,3039515,854,92679,0,false,OH
2020,6,2,,,,,,OH,20397,PSA Airlines Inc.,OH,PSA Airlines Inc.,0,39,0,0,0,39,39,226,8,3,852181,0,11549,0,false,OH
2020,9,3,,,,,,OH,20397,PSA Airlines Inc.,OH,PSA Airlines Inc.,5,67,0,1,0,73,73,625,29,11,1961845,611,24359,0,false,OH
2020,12,4,,,,,,OH,20397,PSA Airlines Inc.,OH,PSA Airlines Inc.,0,6,0,13,0,19,19,360,25,42,2083641,788,6707,0,false,OH
2021,3,1,,,,,,OH,20397,PSA Airlines Inc.,OH,PSA Airlines Inc.,0,8,0,0,0,8,8,599,,,1922953,,,0,false,OH
2021,6,2,,,,,,OH,20397,PSA Airlines Inc.,OH,PSA Airlines Inc.,9,62,4,40,0,115,111,1342,,,3420512,,,0,false,OH
2021,9,3,,,,,,OH,20397,PSA Airlines Inc.,OH,PSA Airlines Inc.,2,73,1,93,0,169,168,1830,,,3513875,,,2076,false,OH
2018,3,1,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,745,1375,1192,588586,0,0,0,true,YX
2018,3,1,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,895,569,1073,1536052,0,0,0,true,YX
2018,3,1,,,,,,YX,20452,Republic Airline,YX,Republic Airline,0,24,0,8,0,32,32,2613,2140,2194,4050777,0,31807,0,false,YX
2018,6,2,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,2,0,2,0,1238,1634,1723,810241,0,0,0,true,YX
2018,6,2,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,2,0,1,0,3,3,1087,667,1516,1827387,0,0,0,true,YX
2018,6,2,,,,,,YX,20452,Republic Airline,YX,Republic Airline,0,18,0,12,0,30,28,3876,2560,2983,4890213,0,31878,0,false,YX
2018,9,3,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,2219,1766,1890,774603,0,0,0,true,YX
2018,9,3,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,1485,695,1385,1734779,0,0,0,true,YX
2018,9,3,,,,,,YX,20452,Republic Airline,YX,Republic Airline,0,29,0,2,0,31,31,4954,2725,4228,4619387,0,22071,0,false,YX
2018,12,4,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,1751,1867,1338,855098,0,0,0,true,YX
2018,12,4,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,1017,713,549,1645882,0,0,0,true,YX
2018,12,4,,,,,,YX,20452,Republic Airline,YX,Republic Airline,1,88,0,14,0,103,103,4275,2934,2167,4548762,0,90411,0,false,YX
2019,3,1,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,1126,1538,1237,735011,0,0,0,true,YX
2019,3,1,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,1,0,0,0,1,1,872,561,423,1500034,0,0,0,true,YX
2019,3,1,,,,,,YX,20452,Republic Airline,YX,Republic Airline,1,67,0,12,0,80,80,3713,2224,1718,4183267,0,66823,0,false,YX
2019,6,2,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,2386,2377,1869,972309,0,0,0,true,YX
2019,6,2,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,1485,346,738,1722170,0,0,0,true,YX
2019,6,2,,,,,,YX,20452,Republic Airline,YX,Republic Airline,6,117,0,39,0,162,162,6321,3004,2698,5010539,1930,84064,0,false,YX
2019,9,3,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,2310,2575,2052,936427,0,0,0,true,YX
2019,9,3,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,1477,552,743,1718300,0,0,0,true,YX
2019,9,3,,,,,,YX,20452,Republic Airline,YX,Republic Airline,2,108,0,109,0,219,219,5378,3231,2868,4900415,660,84743,0,false,YX
2019,12,4,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,2398,2655,1668,1000890,0,0,0,true,YX
2019,12,4,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,1,0,0,0,1,1,709,291,524,1701831,0,0,0,true,YX
2019,12,4,,,,,,YX,20452,Republic Airline,YX,Republic Airline,1,77,0,42,0,120,120,3532,2742,1688,3218312,0,77484,0,false,YX
2020,3,1,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,874,2430,1204,828294,0,0,0,true,YX
2020,3,1,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,2,0,0,0,2,2,430,150,412,1252404,0,0,0,true,YX
2020,3,1,,,,,,YX,20452,Republic Airline,YX,Republic Airline,1,57,0,27,0,85,85,1101,1009,642,3098354,0,57607,0,false,YX
2020,6,2,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,11,104,14,40796,0,0,0,true,YX
2020,6,2,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,13,0,105,199257,0,0,0,true,YX
2020,6,2,,,,,,YX,20452,Republic Airline,YX,Republic Airline,2,17,0,2,0,21,21,81,105,119,592187,0,5907,0,false,YX
2020,9,3,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,2,346,97,197973,0,0,0,true,YX
2020,9,3,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,5,0,53,699373,0,0,0,true,YX
2020,9,3,,,,,,YX,20452,Republic Airline,YX,Republic Airline,0,49,0,13,0,62,62,303,372,160,1865200,0,27608,0,false,YX
2020,12,4,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,25,962,210,404238,0,0,0,true,YX
2020,12,4,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,14,56,166,856347,0,0,0,true,YX
2020,12,4,,,,,,YX,20452,Republic Airline,YX,Republic Airline,1,2,0,18,0,21,21,217,1019,377,2613252,0,3409,0,false,YX
2021,3,1,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,152,,,805127,,,82100,true,YX
2021,3,1,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,93,,,842741,,,0,true,YX
2021,3,1,,,,,,YX,20452,Republic Airline,YX,Republic Airline,3,28,0,0,0,31,31,766,,,3171190,,,82100,false,YX
2021,6,2,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,920,,,1509387,,,598410,true,YX
2021,6,2,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,417,,,1195078,,,0,true,YX
2021,6,2,,,,,,YX,20452,Republic Airline,YX,Republic Airline,4,83,0,24,0,111,111,2855,,,5160977,,,598410,false,YX
2021,9,3,DL,19790,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,0,0,0,0,0,0,2907,,,1466462,,,2461067,true,YX
2021,9,3,UA,19977,United Air Lines Inc.,UA,United Air Lines Inc.,YX,20452,Republic Airline,YX,Republic Airline,0,6,0,4,0,10,10,897,,,1523184,,,0,true,YX
2021,9,3,,,,,,YX,20452,Republic Airline,YX,Republic Airline,1,111,0,63,3,178,178,5164,,,5525714,,,2468387,false,YX
2010,12,4,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,64,266,4,11,1,346,338,11301,7934,1976,6006681,8802,96034,800,false,OO
2011,3,1,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,69,371,4,5,4,453,445,14697,5606,1538,5714175,7143,130613,0,false,OO
2011,6,2,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,55,269,4,0,8,336,324,11295,6384,1633,6210623,5477,95390,0,false,OO
2011,9,3,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,77,358,8,6,33,482,442,12506,8920,2641,6624658,16706,191803,1200,false,OO
2011,12,4,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,60,331,4,4,7,406,392,10520,5545,2190,6009979,23996,255294,0,false,OO
2012,3,1,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,145,790,17,11,9,972,932,11901,4050,1809,5942158,77404,584554,13518,false,OO
2012,6,2,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,199,1255,82,87,7,1630,1535,10932,4556,775,6637699,105792,729869,43003,false,OO
2012,9,3,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,172,1247,38,92,28,1577,1471,10281,6236,796,6868429,105927,797701,30590,false,OO
2012,12,4,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,111,1484,67,133,16,1811,1628,11119,6405,1338,6419001,85752,923142,34143,false,OO
2013,3,1,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,96,1508,67,143,29,1843,1711,10542,4276,1451,6314061,68265,958616,35332,false,OO
2013,6,2,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,145,1017,83,101,90,1436,1252,8049,5277,1432,6875131,91390,677668,0,false,OO
2013,9,3,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,160,1053,41,48,26,1328,1252,7137,5173,1262,6933277,79798,760003,0,false,OO
2013,12,4,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,219,1722,97,82,41,2161,2048,10214,4002,1319,6395843,118733,1294969,0,false,OO
2014,3,1,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,160,1745,66,637,22,2629,2540,11956,3684,1272,6149038,55620,1800011,0,false,OO
2014,6,2,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,210,1362,51,188,25,1836,1754,10717,5633,1121,6861891,72698,1152893,0,false,OO
2014,9,3,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,83,1041,37,193,19,1373,1289,8493,7207,1156,6752821,23742,765989,0,false,OO
2014,12,4,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,64,913,39,305,11,1332,1231,11280,4538,1054,6656843,18254,567210,2600,false,OO
2015,3,1,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,83,1185,45,297,20,1630,1496,14041,3970,1166,6458573,22661,726888,730,false,OO
2015,6,2,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,29,875,46,777,12,1739,1606,13941,4572,1337,7403792,5797,633954,0,false,OO
2015,9,3,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,29,657,13,213,12,924,866,12951,5889,1633,7710341,11040,503652,0,false,OO
2015,12,4,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,30,554,13,177,12,786,640,10896,4973,2027,6990054,12436,427568,0,false,OO
2016,3,1,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,28,500,22,154,5,709,596,9537,4007,1948,6858709,10372,385672,1300,false,OO
2016,6,2,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,30,500,23,148,13,714,632,10391,4892,1656,7755643,13859,363153,0,false,OO
2016,9,3,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,24,584,11,124,11,754,734,10868,7562,1562,7961031,10582,394304,0,,
2016,12,4,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,43,540,37,126,12,758,709,10680,5513,1576,7411535,20415,350807,0,false,OO
2017,3,1,,,,,,OO,20304,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,30,479,25,81,7,622,595,11543,3581,1955,7201623,14526,502729,0,false,OO
